shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
Brown,40.35872,-105.55655,261
Brown,40.35855,-105.55669,262
Brown,40.35842,-105.55687,263
Brown,40.35796,-105.55777,264
Brown,40.35778,-105.55806,265
Brown,40.35716,-105.55936,266
Brown,40.35663,-105.56042,267
Brown,40.35645,-105.56064,268
Brown,40.35625,-105.56081,269
Brown,40.35536,-105.5614,270
Brown,40.3542,-105.56232,271
Brown,40.35359,-105.56286,272
Brown,40.35313,-105.56333,273
Brown,40.35292,-105.56358,274
Brown,40.35271,-105.56383,275
Brown,40.35259,-105.56392,276
Brown,40.35243,-105.56407,277
Brown,40.35231,-105.56428,278
Brown,40.3519,-105.56507,279
Brown,40.35138,-105.56577,280
Brown,40.35117,-105.56614,281
Brown,40.35095,-105.5665,282
Brown,40.35033,-105.56732,283
Brown,40.35013,-105.56753,284
Brown,40.34992,-105.56772,285
Brown,40.34971,-105.56788,286
Brown,40.34856,-105.56855,287
Brown,40.34822,-105.56871,288
Brown,40.34798,-105.56879,289
Brown,40.34785,-105.56882,290
Brown,40.34763,-105.56884,291
Brown,40.34743,-105.56882,292
Brown,40.34727,-105.56876,293
Brown,40.3465,-105.56833,294
Brown,40.34616,-105.56814,295
Brown,40.34564,-105.56797,296
Brown,40.34508,-105.5679,297
Brown,40.34467,-105.56794,298
Brown,40.34426,-105.56798,299
Brown,40.344,-105.56798,300
Brown,40.34373,-105.56794,301
Brown,40.34334,-105.56781,302
Brown,40.34283,-105.56761,303
Brown,40.34225,-105.56733,304
Brown,40.3418,-105.56702,305
Brown,40.34162,-105.56687,306
Brown,40.34152,-105.56699,307
Brown,40.3414,-105.56713,308
Brown,40.34136,-105.5672,309
Brown,40.34129,-105.56738,310
Brown,40.34125,-105.56754,311
Brown,40.34129,-105.56856,312
Brown,40.34134,-105.56876,313
Brown,40.34144,-105.56887,314
Brown,40.34158,-105.56889,315
Brown,40.34174,-105.56889,316
Brown,40.34182,-105.56893,317
Brown,40.34198,-105.56901,318
Brown,40.34213,-105.56915,319
Brown,40.34224,-105.56932,320
Brown,40.34227,-105.56965,321
Brown,40.34223,-105.56997,322
Brown,40.34222,-105.57011,323
Brown,40.34227,-105.57031,324
Brown,40.34253,-105.57087,325
Brown,40.3426,-105.57113,326
Brown,40.34269,-105.57195,327
Brown,40.34268,-105.57241,328
Brown,40.34264,-105.57261,329
Brown,40.34257,-105.57294,330
Brown,40.34249,-105.5731,331
Brown,40.34232,-105.57332,332
Brown,40.3422,-105.57344,333
Brown,40.34208,-105.57353,334
Brown,40.34185,-105.57361,335
Brown,40.34165,-105.57366,336
Brown,40.34113,-105.57393,337
Brown,40.3409,-105.57406,338
Brown,40.34087,-105.57407,339
Brown,40.34085,-105.5741,340
Brown,40.34085,-105.5742,341
Brown,40.3409,-105.57451,342
Brown,40.34093,-105.57458,343
Brown,40.341,-105.57461,344
Brown,40.34115,-105.57457,345
Brown,40.34137,-105.57456,346
Brown,40.34146,-105.57454,347
Brown,40.34148,-105.57448,348
Brown,40.34162,-105.57407,349
Brown,40.34177,-105.57383,350
Brown,40.34185,-105.57369,351
Brown,40.34185,-105.57361,352
Brown,40.34201,-105.57356,353
Brown,40.34213,-105.5735,354
Brown,40.34222,-105.57341,355
Brown,40.3424,-105.57322,356
Brown,40.34249,-105.5731,357
Brown,40.34263,-105.57275,358
Brown,40.34266,-105.57254,359
Brown,40.3427,-105.57221,360
Brown,40.34264,-105.57141,361
Brown,40.34257,-105.571,362
Brown,40.34244,-105.57065,363
Brown,40.34224,-105.57023,364
Brown,40.34222,-105.57005,365
Brown,40.34225,-105.56975,366
Brown,40.34227,-105.56954,367
Brown,40.34224,-105.56932,368
Brown,40.34219,-105.56922,369
Brown,40.34206,-105.56907,370
Brown,40.3419,-105.56896,371
Brown,40.34174,-105.56889,372
Brown,40.3415,-105.56889,373
Brown,40.34144,-105.56887,374
Brown,40.34138,-105.56882,375
Brown,40.34131,-105.56868,376
Brown,40.34127,-105.56814,377
Brown,40.34124,-105.56765,378
Brown,40.34127,-105.56745,379
Brown,40.34134,-105.56726,380
Brown,40.3414,-105.56713,381
Brown,40.34152,-105.56699,382
Brown,40.34162,-105.56687,383
Brown,40.3418,-105.56702,384
Brown,40.34203,-105.56718,385
Brown,40.34236,-105.5674,386
Brown,40.34265,-105.56753,387
Brown,40.34308,-105.56772,388
Brown,40.3436,-105.5679,389
Brown,40.34386,-105.56797,390
Brown,40.34426,-105.56798,391
Brown,40.34481,-105.56792,392
Brown,40.34536,-105.56792,393
Brown,40.34576,-105.56801,394
Brown,40.34626,-105.56819,395
Brown,40.34701,-105.56862,396
Brown,40.34743,-105.56882,397
Brown,40.34763,-105.56884,398
Brown,40.3478,-105.56883,399
Brown,40.34794,-105.56879,400
Brown,40.3481,-105.56876,401
Brown,40.34834,-105.56866,402
Brown,40.3491,-105.56824,403
Brown,40.34981,-105.5678,404
Brown,40.35005,-105.56761,405
Brown,40.35022,-105.56742,406
Brown,40.35064,-105.56693,407
Brown,40.35107,-105.56633,408
Brown,40.35138,-105.56577,409
Brown,40.35193,-105.56501,410
Brown,40.35239,-105.56414,411
Brown,40.35248,-105.56402,412
Brown,40.35271,-105.56383,413
Brown,40.35347,-105.56297,414
Brown,40.3537,-105.56275,415
Brown,40.35489,-105.56176,416
Brown,40.3554,-105.56137,417
Brown,40.35614,-105.56088,418
Brown,40.35635,-105.56072,419
Brown,40.35654,-105.56054,420
Brown,40.35677,-105.56017,421
Brown,40.35718,-105.55932,422
Brown,40.35783,-105.55795,423
Brown,40.358,-105.55768,424
Brown,40.35848,-105.55678,425
Brown,40.35863,-105.5566,426
Brown,40.35883,-105.5565,427
Brown,40.35929,-105.55637,428
Brown,40.35952,-105.55631,429
Brown,40.35974,-105.55618,430
Brown,40.36002,-105.55597,431
Brown,40.3604,-105.55555,432
Brown,40.3606,-105.55525,433
Brown,40.36102,-105.55439,434
Brown,40.36121,-105.55399,435
Brown,40.36137,-105.5537,436
Brown,40.36168,-105.5533,437
Brown,40.36196,-105.553,438
Brown,40.36222,-105.55264,439
Brown,40.36236,-105.55237,440
Brown,40.36265,-105.55151,441
Brown,40.36301,-105.55018,442
Brown,40.36308,-105.54939,443
Brown,40.36308,-105.5487,444
Brown,40.36304,-105.54813,445
Brown,40.36303,-105.54793,446
Brown,40.36305,-105.54771,447
Brown,40.36306,-105.54762,448
Brown,40.36314,-105.54726,449
Brown,40.36329,-105.5468,450
Brown,40.36336,-105.54664,451
Brown,40.36342,-105.5466,452
Brown,40.36353,-105.54656,453
Brown,40.36365,-105.5466,454
Brown,40.36372,-105.54669,455
Brown,40.36375,-105.54674,456
Brown,40.36377,-105.54685,457
Brown,40.36374,-105.54699,458
Brown,40.36363,-105.54744,459
Brown,40.36357,-105.54771,460
Brown,40.36344,-105.54854,461
Brown,40.36346,-105.54878,462
Brown,40.36348,-105.54903,463
Brown,40.36351,-105.54926,464
Brown,40.36359,-105.54957,465
Brown,40.36375,-105.55002,466
Brown,40.364,-105.55058,467
Brown,40.3641,-105.55086,468
Brown,40.36418,-105.55122,469
Brown,40.36465,-105.55239,470
Brown,40.36492,-105.5532,471
Brown,40.36499,-105.55342,472
Brown,40.36515,-105.55403,473
Brown,40.36568,-105.55628,474
Brown,40.36608,-105.55804,475
Brown,40.36663,-105.56011,476
Brown,40.36704,-105.56143,477
Brown,40.36734,-105.56238,478
Brown,40.36744,-105.56268,479
Brown,40.36745,-105.56276,480
Brown,40.36742,-105.56284,481
Brown,40.36735,-105.56289,482
Brown,40.36722,-105.5629,483
Brown,40.36708,-105.56286,484
Brown,40.36694,-105.56275,485
Brown,40.36683,-105.56256,486
Brown,40.36671,-105.56232,487
Brown,40.36661,-105.56204,488
Brown,40.36654,-105.5616,489
Brown,40.36645,-105.56114,490
Brown,40.36642,-105.56091,491
Brown,40.36644,-105.56084,492
Brown,40.36651,-105.56079,493
Brown,40.36659,-105.56082,494
Brown,40.36663,-105.56092,495
Brown,40.36667,-105.56111,496
Brown,40.36673,-105.56144,497
Brown,40.36691,-105.56227,498
Brown,40.36698,-105.56259,499
Brown,40.36704,-105.56275,500
Brown,40.36716,-105.56284,501
Brown,40.36728,-105.56284,502
Brown,40.36736,-105.56278,503
Brown,40.36741,-105.56269,504
Brown,40.3674,-105.56262,505
Brown,40.36703,-105.56142,506
Brown,40.36663,-105.56011,507
Brown,40.36634,-105.55907,508
Brown,40.36632,-105.559,509
Brown,40.36592,-105.55732,510
Brown,40.3658,-105.55678,511
Brown,40.36534,-105.55482,512
Brown,40.36504,-105.55361,513
Brown,40.36479,-105.55279,514
Brown,40.36443,-105.55182,515
Brown,40.36418,-105.55122,516
Brown,40.36412,-105.55115,517
Brown,40.36409,-105.5511,518
Brown,40.36328,-105.54925,519
Brown,40.36318,-105.54899,520
Brown,40.36312,-105.54872,521
Brown,40.36305,-105.54831,522
Brown,40.36304,-105.54813,523
Brown,40.36303,-105.54793,524
Brown,40.36305,-105.54771,525
Brown,40.36314,-105.54726,526
Brown,40.36329,-105.5468,527
Brown,40.36344,-105.54647,528
Brown,40.36377,-105.54588,529
Brown,40.36402,-105.54542,530
Brown,40.36412,-105.54521,531
Brown,40.36423,-105.54491,532
Brown,40.36428,-105.54468,533
Brown,40.36444,-105.54374,534
Brown,40.36445,-105.54365,535
Brown,40.36448,-105.54351,536
Brown,40.36447,-105.54346,537
Brown,40.36444,-105.54343,538
Brown,40.36439,-105.54338,539
Brown,40.36423,-105.54331,540
Brown,40.3641,-105.54331,541
Brown,40.36395,-105.54341,542
Brown,40.36383,-105.5435,543
Brown,40.36371,-105.54351,544
Brown,40.36358,-105.54347,545
Brown,40.36349,-105.54346,546
Brown,40.36336,-105.54353,547
Brown,40.36321,-105.54357,548
Brown,40.3631,-105.54362,549
Brown,40.36303,-105.54367,550
Brown,40.363,-105.54369,551
Brown,40.36254,-105.5435,552
Brown,40.36239,-105.5434,553
Brown,40.36212,-105.54311,554
Brown,40.36178,-105.54272,555
Brown,40.36158,-105.54258,556
Brown,40.36106,-105.5424,557
Brown,40.36069,-105.54222,558
Brown,40.36058,-105.54215,559
Brown,40.36015,-105.5418,560
Brown,40.35998,-105.54171,561
Brown,40.35999,-105.5412,562
Brown,40.35998,-105.54093,563
Brown,40.35991,-105.53925,564
Brown,40.3599,-105.53826,565
Brown,40.35994,-105.53808,566
Brown,40.36004,-105.53796,567
Brown,40.36018,-105.5379,568
Brown,40.36046,-105.53788,569
Brown,40.36113,-105.53787,570
Brown,40.36136,-105.53789,571
Brown,40.36158,-105.53796,572
Brown,40.36189,-105.53807,573
Brown,40.36207,-105.53809,574
Brown,40.36225,-105.53804,575
Brown,40.36238,-105.53794,576
Brown,40.36249,-105.53782,577
Brown,40.36262,-105.53761,578
Brown,40.36282,-105.53712,579
Brown,40.36298,-105.53681,580
Brown,40.36311,-105.53667,581
Brown,40.36328,-105.53661,582
Brown,40.36341,-105.53661,583
Brown,40.36357,-105.53664,584
Brown,40.36396,-105.53681,585
Brown,40.36415,-105.53685,586
Brown,40.36436,-105.53683,587
Brown,40.3646,-105.53673,588
Brown,40.36478,-105.53663,589
Brown,40.36494,-105.53645,590
Brown,40.36502,-105.53604,591
Brown,40.36508,-105.5357,592
Brown,40.36514,-105.53548,593
Brown,40.36533,-105.53499,594
Brown,40.36582,-105.53384,595
Brown,40.36687,-105.53164,596
Brown,40.36704,-105.53119,597
Brown,40.36738,-105.5302,598
Brown,40.36764,-105.52962,599
Brown,40.36779,-105.52939,600
Brown,40.36796,-105.52926,601
Brown,40.36816,-105.52915,602
Brown,40.36845,-105.52901,603
Brown,40.36877,-105.52867,604
Brown,40.36915,-105.52809,605
Brown,40.36962,-105.52722,606
Brown,40.37041,-105.52584,607
Brown,40.37065,-105.52535,608
Brown,40.37079,-105.52503,609
Brown,40.37093,-105.52461,610
Brown,40.37109,-105.52424,611
Brown,40.37128,-105.52355,612
Brown,40.37205,-105.52355,613
Brown,40.37239,-105.52357,614
Brown,40.3724,-105.52344,615
Brown,40.37245,-105.52327,616
Brown,40.37248,-105.52321,617
Brown,40.37257,-105.5231,618
Brown,40.37268,-105.52307,619
Brown,40.37284,-105.52307,620
Brown,40.37348,-105.52318,621
Brown,40.37376,-105.52319,622
Brown,40.37406,-105.5231,623
Brown,40.37422,-105.52304,624
Brown,40.37437,-105.52296,625
Brown,40.37445,-105.52282,626
Brown,40.37445,-105.52269,627
Brown,40.37441,-105.52251,628
Brown,40.37436,-105.52232,629
Brown,40.37432,-105.52217,630
Brown,40.37512,-105.52166,631
Brown,40.37554,-105.52139,632
Brown,40.37564,-105.52133,633
Brown,40.37574,-105.5213,634
Brown,40.37592,-105.52129,635
Brown,40.37619,-105.52139,636
Brown,40.37632,-105.52143,637
Brown,40.37665,-105.52156,638
Brown,40.37687,-105.52062,639
Brown,40.37743,-105.51824,640
Brown,40.37754,-105.51781,641
Brown,40.37761,-105.51762,642
Brown,40.37773,-105.51733,643
Brown,40.37797,-105.51697,644
Brown,40.37802,-105.51688,645
Brown,40.3783,-105.51625,646
Brown,40.37852,-105.51585,647
Brown,40.37884,-105.51531,648
Brown,40.37868,-105.51517,649
Brown,40.37867,-105.51512,650
Brown,40.37869,-105.51503,651
Brown,40.37873,-105.51491,652
Brown,40.37882,-105.51475,653
Brown,40.37891,-105.51461,654
Brown,40.37898,-105.51432,655
Brown,40.37903,-105.514,656
Brown,40.37899,-105.5139,657
Brown,40.37896,-105.51386,658
Brown,40.37883,-105.51375,659
Gold,40.37887,-105.51467,1
Gold,40.3789,-105.51461,2
Gold,40.37893,-105.51448,3
Gold,40.37897,-105.51431,4
Gold,40.37901,-105.51409,5
Gold,40.37902,-105.514,6
Gold,40.37901,-105.51394,7
Gold,40.37899,-105.5139,8
Gold,40.37896,-105.51387,9
Gold,40.37889,-105.51381,10
Gold,40.3788,-105.51374,11
Gold,40.37875,-105.51367,12
Gold,40.37875,-105.51361,13
Gold,40.37878,-105.51353,14
Gold,40.37884,-105.51341,15
Gold,40.37891,-105.51332,16
Gold,40.37901,-105.51331,17
Gold,40.37913,-105.5133,18
Gold,40.37928,-105.51329,19
Gold,40.37945,-105.51333,20
Gold,40.3797,-105.51341,21
Gold,40.37984,-105.51351,22
Gold,40.37957,-105.514,23
Gold,40.37917,-105.51477,24
Gold,40.37899,-105.51512,25
Gold,40.37892,-105.51538,26
Gold,40.37845,-105.5162,27
Gold,40.37827,-105.5165,28
Gold,40.37803,-105.51704,29
Gold,40.37766,-105.51767,30
Gold,40.37751,-105.51792,31
Gold,40.37722,-105.51909,32
Gold,40.37665,-105.52156,33
Gold,40.37637,-105.52265,34
Gold,40.37612,-105.52359,35
Gold,40.37613,-105.52373,36
Gold,40.37614,-105.52467,37
Gold,40.37617,-105.52578,38
Gold,40.37619,-105.52603,39
Gold,40.3763,-105.52638,40
Gold,40.37643,-105.52672,41
Gold,40.37648,-105.52705,42
Gold,40.37648,-105.52738,43
Gold,40.3763,-105.52849,44
Gold,40.37628,-105.52881,45
Gold,40.37628,-105.52929,46
Gold,40.37636,-105.5299,47
Gold,40.37646,-105.53039,48
Gold,40.37657,-105.53071,49
Gold,40.37684,-105.53129,50
Gold,40.37711,-105.5317,51
Gold,40.37742,-105.53208,52
Gold,40.37794,-105.53264,53
Gold,40.37799,-105.53266,54
Gold,40.37805,-105.53263,55
Gold,40.37807,-105.53257,56
Gold,40.37808,-105.5325,57
Gold,40.37809,-105.53242,58
Gold,40.37812,-105.53238,59
Gold,40.37816,-105.5324,60
Gold,40.37817,-105.5325,61
Gold,40.37817,-105.53258,62
Gold,40.37814,-105.53262,63
Gold,40.37811,-105.53264,64
Gold,40.37805,-105.53266,65
Gold,40.37801,-105.53268,66
Gold,40.37797,-105.53268,67
Gold,40.37787,-105.53259,68
Gold,40.37742,-105.53208,69
Gold,40.37711,-105.5317,70
Gold,40.37684,-105.53129,71
Gold,40.37657,-105.53071,72
Gold,40.37646,-105.53039,73
Gold,40.37636,-105.5299,74
Gold,40.37628,-105.52929,75
Gold,40.37628,-105.52881,76
Gold,40.3763,-105.52849,77
Gold,40.37648,-105.52738,78
Gold,40.37648,-105.52705,79
Gold,40.37643,-105.52672,80
Gold,40.3763,-105.52638,81
Gold,40.37619,-105.52603,82
Gold,40.37617,-105.52578,83
Gold,40.37614,-105.52467,84
Gold,40.37613,-105.52373,85
Gold,40.37612,-105.52359,86
Gold,40.37637,-105.52265,87
Gold,40.37665,-105.52156,88
Gold,40.37733,-105.51857,89
Gold,40.37754,-105.51781,90
Gold,40.3776,-105.51761,91
Gold,40.37773,-105.51733,92
Gold,40.37797,-105.51697,93
Gold,40.37802,-105.51688,94
Gold,40.3783,-105.51625,95
Gold,40.37852,-105.51585,96
Gold,40.37881,-105.51535,97
Gold,40.37883,-105.51531,98
Gold,40.37868,-105.51517,99
Gold,40.37867,-105.51509,100
Gold,40.37871,-105.51495,101
Gold,40.37878,-105.51481,102
Gold,40.37886,-105.51469,103
Gold,40.37891,-105.51461,104
Gold,40.37898,-105.51431,105
Gold,40.37903,-105.514,106
Gold,40.37899,-105.5139,107
Gold,40.37892,-105.51382,108
Gold,40.37883,-105.51375,109
Red,40.37887,-105.51467,1
Red,40.3789,-105.51461,2
Red,40.37893,-105.51448,3
Red,40.37897,-105.51431,4
Red,40.37901,-105.51409,5
Red,40.37902,-105.514,6
Red,40.37901,-105.51394,7
Red,40.37899,-105.5139,8
Red,40.37896,-105.51387,9
Red,40.37889,-105.51381,10
Red,40.3788,-105.51374,11
Red,40.37875,-105.51367,12
Red,40.37875,-105.51361,13
Red,40.37878,-105.51353,14
Red,40.37884,-105.51341,15
Red,40.37891,-105.51332,16
Red,40.37901,-105.51331,17
Red,40.37913,-105.5133,18
Red,40.37928,-105.51329,19
Red,40.37963,-105.51339,20
Red,40.37977,-105.51346,21
Red,40.37985,-105.51351,22
Red,40.38007,-105.5131,23
Red,40.3803,-105.51265,24
Red,40.38046,-105.51236,25
Red,40.38053,-105.51243,26
Red,40.38061,-105.51253,27
Red,40.38064,-105.5126,28
Red,40.38067,-105.51271,29
Red,40.38069,-105.51314,30
Red,40.3807,-105.51357,31
Red,40.38071,-105.51366,32
Red,40.38077,-105.51379,33
Red,40.38084,-105.51386,34
Red,40.38093,-105.51393,35
Red,40.38167,-105.51425,36
Red,40.3824,-105.51442,37
Red,40.38246,-105.51442,38
Red,40.38244,-105.51454,39
Red,40.38245,-105.5148,40
Red,40.38247,-105.51557,41
Red,40.38246,-105.51575,42
Red,40.38243,-105.51589,43
Red,40.38238,-105.51603,44
Red,40.38227,-105.51619,45
Red,40.382,-105.51651,46
Red,40.38184,-105.51674,47
Red,40.38168,-105.51719,48
Red,40.38143,-105.51803,49
Red,40.38133,-105.51853,50
Red,40.3813,-105.51893,51
Red,40.3813,-105.51922,52
Red,40.38133,-105.5195,53
Red,40.38139,-105.51978,54
Red,40.38151,-105.52007,55
Red,40.38179,-105.52057,56
Red,40.38196,-105.52076,57
Red,40.38206,-105.52082,58
Red,40.38223,-105.52082,59
Red,40.38232,-105.52079,60
Red,40.38238,-105.52073,61
Red,40.38261,-105.52043,62
Red,40.38277,-105.52026,63
Red,40.38291,-105.52016,64
Red,40.38312,-105.52004,65
Red,40.3834,-105.51983,66
Red,40.38346,-105.51972,67
Red,40.38347,-105.51956,68
Red,40.38346,-105.51907,69
Red,40.38348,-105.51882,70
Red,40.38354,-105.51852,71
Red,40.38365,-105.51823,72
Red,40.38368,-105.51818,73
Red,40.38382,-105.51799,74
Red,40.38387,-105.51787,75
Red,40.3839,-105.51778,76
Red,40.38391,-105.51769,77
Red,40.38392,-105.51731,78
Red,40.38391,-105.51688,79
Red,40.38388,-105.51679,80
Red,40.38383,-105.51672,81
Red,40.38376,-105.51669,82
Red,40.3837,-105.51666,83
Red,40.38363,-105.51669,84
Red,40.38324,-105.51692,85
Red,40.38301,-105.51696,86
Red,40.3829,-105.51695,87
Red,40.38273,-105.5169,88
Red,40.38266,-105.51664,89
Red,40.38259,-105.51657,90
Red,40.38252,-105.5165,91
Red,40.38238,-105.51627,92
Red,40.38234,-105.5162,93
Red,40.3823,-105.51614,94
Red,40.38227,-105.51619,95
Red,40.382,-105.51651,96
Red,40.38184,-105.51674,97
Red,40.38168,-105.51719,98
Red,40.38143,-105.51803,99
Red,40.38133,-105.51853,100
Red,40.38122,-105.51846,101
Red,40.38113,-105.51846,102
Red,40.38075,-105.5186,103
Red,40.38077,-105.51881,104
Red,40.38077,-105.5192,105
Red,40.38051,-105.52202,106
Red,40.38038,-105.52344,107
Red,40.38033,-105.52391,108
Red,40.38028,-105.52413,109
Red,40.38025,-105.52452,110
Red,40.38022,-105.52494,111
Red,40.38018,-105.52588,112
Red,40.38017,-105.52613,113
Red,40.38015,-105.52718,114
Red,40.38019,-105.52863,115
Red,40.38035,-105.53057,116
Red,40.38051,-105.53197,117
Red,40.38069,-105.53289,118
Red,40.38091,-105.5337,119
Red,40.38141,-105.53525,120
Red,40.38299,-105.54,121
Red,40.3832,-105.54065,122
Red,40.38329,-105.54101,123
Red,40.38338,-105.54147,124
Red,40.38364,-105.54273,125
Red,40.38385,-105.54386,126
Red,40.38409,-105.54534,127
Red,40.38416,-105.54585,128
Red,40.38419,-105.54633,129
Red,40.38418,-105.54716,130
Red,40.38413,-105.54782,131
Red,40.38402,-105.54849,132
Red,40.38384,-105.5492,133
Red,40.38361,-105.54987,134
Red,40.38309,-105.55113,135
Red,40.38273,-105.55195,136
Red,40.38248,-105.55264,137
Red,40.38238,-105.55295,138
Red,40.38234,-105.55325,139
Red,40.38236,-105.55371,140
Red,40.38238,-105.5539,141
Red,40.38246,-105.55421,142
Red,40.38253,-105.55441,143
Red,40.38265,-105.55464,144
Red,40.38303,-105.55515,145
Red,40.38372,-105.55603,146
Red,40.38405,-105.55637,147
Red,40.38427,-105.55653,148
Red,40.38443,-105.55663,149
Red,40.38466,-105.55667,150
Red,40.3852,-105.55663,151
Red,40.38525,-105.55662,152
Red,40.38586,-105.55639,153
Red,40.38626,-105.55636,154
Red,40.38647,-105.55637,155
Red,40.38667,-105.55642,156
Red,40.38687,-105.55649,157
Red,40.38711,-105.55662,158
Red,40.38726,-105.55672,159
Red,40.3874,-105.55685,160
Red,40.38762,-105.55707,161
Red,40.38786,-105.55739,162
Red,40.38798,-105.55763,163
Red,40.38822,-105.55825,164
Red,40.38866,-105.55964,165
Red,40.38887,-105.5601,166
Red,40.38907,-105.56044,167
Red,40.38929,-105.56072,168
Red,40.38987,-105.56123,169
Red,40.39017,-105.56146,170
Red,40.39053,-105.56173,171
Red,40.39145,-105.56239,172
Red,40.39172,-105.56256,173
Red,40.3919,-105.56261,174
Red,40.39268,-105.56263,175
Red,40.39304,-105.56267,176
Red,40.39328,-105.56275,177
Red,40.39348,-105.56286,178
Red,40.39364,-105.56299,179
Red,40.39409,-105.56361,180
Red,40.39425,-105.5638,181
Red,40.39439,-105.56393,182
Red,40.39467,-105.56412,183
Red,40.39499,-105.56429,184
Red,40.39571,-105.56461,185
Red,40.39592,-105.56474,186
Red,40.39613,-105.56491,187
Red,40.3963,-105.56508,188
Red,40.3965,-105.56535,189
Red,40.39682,-105.5659,190
Red,40.39801,-105.56803,191
Red,40.39834,-105.56861,192
Red,40.39853,-105.56898,193
Red,40.39872,-105.56943,194
Red,40.39892,-105.57,195
Red,40.39905,-105.57045,196
Red,40.39918,-105.5711,197
Red,40.39926,-105.57168,198
Red,40.39931,-105.57295,199
Red,40.39941,-105.57425,200
Red,40.39947,-105.57459,201
Red,40.39962,-105.57508,202
Red,40.40054,-105.57717,203
Red,40.40065,-105.57754,204
Red,40.4008,-105.57848,205
Red,40.40097,-105.5797,206
Red,40.4013,-105.58183,207
Red,40.40182,-105.58431,208
Red,40.40187,-105.5844,209
Red,40.40212,-105.58533,210
Red,40.40219,-105.58563,211
Red,40.40226,-105.5859,212
Red,40.40214,-105.58596,213
Red,40.40203,-105.58609,214
Red,40.40199,-105.58614,215
Red,40.40207,-105.58625,216
Red,40.40213,-105.58636,217
Red,40.40218,-105.5865,218
Red,40.40221,-105.5869,219
Red,40.40219,-105.58712,220
Red,40.4022,-105.58722,221
Red,40.40221,-105.58728,222
Red,40.40212,-105.58731,223
Red,40.40205,-105.58733,224
Red,40.40198,-105.58729,225
Red,40.40195,-105.58722,226
Red,40.40201,-105.58636,227
Red,40.40202,-105.58632,228
Red,40.40204,-105.58627,229
Red,40.40207,-105.58625,230
Red,40.40199,-105.58614,231
Red,40.40209,-105.58603,232
Red,40.4022,-105.58593,233
Red,40.40214,-105.58567,234
Red,40.40183,-105.58442,235
Red,40.40182,-105.58431,236
Red,40.40173,-105.58384,237
Red,40.4013,-105.58183,238
Red,40.40114,-105.58084,239
Red,40.40074,-105.57806,240
Red,40.40064,-105.57748,241
Red,40.4005,-105.57708,242
Red,40.40007,-105.57611,243
Red,40.39962,-105.57508,244
Red,40.39951,-105.57475,245
Red,40.39943,-105.57439,246
Red,40.39939,-105.57414,247
Red,40.39935,-105.57368,248
Red,40.3993,-105.57254,249
Red,40.39927,-105.57185,250
Red,40.39923,-105.57144,251
Red,40.39909,-105.5706,252
Red,40.39898,-105.5702,253
Red,40.39887,-105.56984,254
Red,40.39853,-105.56898,255
Red,40.39817,-105.5683,256
Red,40.39766,-105.5674,257
Red,40.3969,-105.56604,258
Red,40.39641,-105.5652,259
Red,40.39613,-105.56491,260
Red,40.39584,-105.56468,261
Red,40.39477,-105.56418,262
Red,40.39455,-105.56403,263
Red,40.3943,-105.56385,264
Red,40.39419,-105.56373,265
Red,40.39397,-105.56344,266
Red,40.39375,-105.56313,267
Red,40.39356,-105.56292,268
Red,40.39339,-105.56281,269
Red,40.39314,-105.56268,270
Red,40.39291,-105.56266,271
Red,40.39235,-105.56262,272
Red,40.392,-105.56262,273
Red,40.39178,-105.56258,274
Red,40.39166,-105.56253,275
Red,40.39108,-105.56214,276
Red,40.38987,-105.56123,277
Red,40.38929,-105.56072,278
Red,40.38907,-105.56044,279
Red,40.38887,-105.5601,280
Red,40.38866,-105.55964,281
Red,40.38822,-105.55825,282
Red,40.38798,-105.55763,283
Red,40.38786,-105.55739,284
Red,40.38762,-105.55707,285
Red,40.38726,-105.55672,286
Red,40.38687,-105.55649,287
Red,40.38667,-105.55642,288
Red,40.38647,-105.55637,289
Red,40.38605,-105.55637,290
Red,40.38586,-105.55639,291
Red,40.38547,-105.55654,292
Red,40.3852,-105.55663,293
Red,40.38466,-105.55667,294
Red,40.38443,-105.55663,295
Red,40.38427,-105.55653,296
Red,40.38405,-105.55637,297
Red,40.38372,-105.55603,298
Red,40.38303,-105.55515,299
Red,40.38265,-105.55464,300
Red,40.38253,-105.55441,301
Red,40.38246,-105.55421,302
Red,40.38238,-105.5539,303
Red,40.38236,-105.55371,304
Red,40.38234,-105.55325,305
Red,40.38238,-105.55295,306
Red,40.38248,-105.55264,307
Red,40.38273,-105.55195,308
Red,40.38361,-105.54987,309
Red,40.38384,-105.5492,310
Red,40.38402,-105.54849,311
Red,40.38413,-105.54782,312
Red,40.38418,-105.54716,313
Red,40.38419,-105.54633,314
Red,40.38416,-105.54585,315
Red,40.38403,-105.54489,316
Red,40.38364,-105.54273,317
Red,40.38325,-105.54083,318
Red,40.38309,-105.5403,319
Red,40.38253,-105.53859,320
Red,40.38105,-105.53415,321
Red,40.38083,-105.53341,322
Red,40.38065,-105.53269,323
Red,40.38056,-105.53227,324
Red,40.38047,-105.53167,325
Red,40.3803,-105.53002,326
Red,40.38017,-105.52825,327
Red,40.38016,-105.52681,328
Red,40.38019,-105.5255,329
Red,40.38028,-105.52413,330
Red,40.38026,-105.5239,331
Red,40.38031,-105.52343,332
Red,40.38036,-105.52283,333
Red,40.38062,-105.52008,334
